rec_id,timestamp,camera_id,gh_idx,label,confidence,track_id,x_min,y_min,x_max,y_max,file_path
79,20250829_01.3051.810475,cam_001,74,비단노린재,0.4006335139274597,3,0.0,0.018229166666666668,0.41796875,0.2734375,
80,20250829_01.3051.964064,cam_001,74,담배가루이,0.42446058988571167,4,0.0,0.0013020833333333333,0.123046875,0.14583333333333334,
81,20250829_01.3051.964064,cam_001,74,담배가루이,0.47244805097579956,5,0.0,0.08333333333333333,0.3671875,0.3346354166666667,
82,20250829_01.3055.135702,cam_001,74,담배가루이,0.35952043533325195,6,0.0,0.18489583333333334,0.421875,0.3385416666666667,
83,20250829_01.3055.708882,cam_001,74,담배가루이,0.38785821199417114,7,0.0,0.02734375,0.4609375,0.26171875,
84,20250829_01.3055.896257,cam_001,74,담배가루이,0.4090282618999481,8,0.0,0.018229166666666668,0.462890625,0.2669270833333333,
85,20250829_01.3056.072761,cam_001,74,비단노린재,0.30642491579055786,9,0.0,0.0026041666666666665,0.552734375,0.2734375,
86,20250829_01.3919.457927,cam_001,74,담배가루이,0.38091856241226196,1,0.2578125,0.006510416666666667,0.564453125,0.3815104166666667,
87,20250829_01.3920.305844,cam_001,74,담배가루이,0.25151216983795166,2,0.2890625,0.0,0.625,0.2981770833333333,
88,20250829_01.3920.440786,cam_001,74,담배가루이,0.3252146244049072,3,0.0,0.0013020833333333333,0.173828125,0.15234375,
89,20250829_01.3920.762939,cam_001,74,담배가루이,0.6201868057250977,4,0.388671875,0.0,0.625,0.1484375,
90,20250829_01.3920.910391,cam_001,74,담배가루이,0.7205291390419006,5,0.392578125,0.0013020833333333333,0.625,0.14583333333333334,
91,20250829_01.3921.045702,cam_001,74,담배가루이,0.3473781943321228,6,0.0,0.0,0.2109375,0.20833333333333334,
92,20250829_01.3921.045702,cam_001,74,담배가루이,0.710106372833252,7,0.40234375,0.0,0.625,0.15234375,
93,20250829_01.3921.194244,cam_001,74,담배가루이,0.8623273968696594,8,0.41796875,0.0013020833333333333,0.625,0.203125,
94,20250829_01.3921.366803,cam_001,74,담배가루이,0.5836932063102722,9,0.4453125,0.005208333333333333,0.625,0.21614583333333334,
95,20250829_01.3921.566063,cam_001,74,담배가루이,0.3132914900779724,10,0.45703125,0.016927083333333332,0.625,0.2565104166666667,
96,20250829_01.3921.766996,cam_001,74,비단노린재,0.43745747208595276,11,0.0,0.01171875,0.451171875,0.3932291666666667,
97,20250829_01.3921.973088,cam_001,74,담배가루이,0.5304945111274719,12,0.4921875,0.033854166666666664,0.625,0.12239583333333333,
98,20250829_01.3922.169304,cam_001,74,담배가루이,0.28237384557724,13,0.28125,0.09114583333333333,0.625,0.3046875,
99,20250829_01.3922.169304,cam_001,74,비단노린재,0.3498876392841339,14,0.0,0.018229166666666668,0.494140625,0.390625,
100,20250829_01.3922.362045,cam_001,74,비단노린재,0.3037790358066559,15,0.0,0.015625,0.48828125,0.3932291666666667,
101,20250829_01.3922.362045,cam_001,74,담배가루이,0.3062448501586914,16,0.501953125,0.028645833333333332,0.625,0.17447916666666666,
102,20250829_01.3922.546133,cam_001,74,담배가루이,0.3481782376766205,17,0.521484375,0.026041666666666668,0.625,0.12630208333333334,
103,20250829_01.3922.725327,cam_001,74,담배가루이,0.42034944891929626,18,0.515625,0.02734375,0.625,0.19010416666666666,
104,20250829_01.3922.904918,cam_001,74,담배가루이,0.34666720032691956,19,0.328125,0.09375,0.625,0.296875,
105,20250829_01.3923.088210,cam_001,74,담배가루이,0.7783551812171936,20,0.4921875,0.0013020833333333333,0.625,0.15364583333333334,
106,20250829_01.3923.273633,cam_001,74,담배가루이,0.3268589973449707,21,0.48828125,0.0013020833333333333,0.625,0.08333333333333333,
107,20250829_01.3923.429122,cam_001,74,담배가루이,0.29176101088523865,22,0.498046875,0.0,0.625,0.049479166666666664,
108,20250829_01.3923.716004,cam_001,74,담배가루이,0.4684632420539856,23,0.37109375,0.0013020833333333333,0.625,0.10546875,
109,20250829_01.3924.022629,cam_001,74,담배가루이,0.31354889273643494,24,0.41015625,0.0026041666666666665,0.625,0.17317708333333334,
110,20250829_01.5358.221757,cam_001,74,담배가루이,0.344814658164978,1,0.119140625,0.0,0.625,0.3307291666666667,
111,20250829_01.5358.915960,cam_001,74,담배가루이,0.2872234284877777,2,0.15234375,0.0013020833333333333,0.625,0.3190104166666667,
112,20250829_01.5359.095434,cam_001,74,담배가루이,0.47654569149017334,3,0.150390625,0.0026041666666666665,0.625,0.3072916666666667,
113,20250829_01.5359.777811,cam_001,74,담배가루이,0.3170350193977356,4,0.142578125,0.006510416666666667,0.625,0.296875,
114,20250829_01.5400.049772,cam_001,74,담배가루이,0.32967203855514526,5,0.109375,0.0013020833333333333,0.625,0.3177083333333333,
115,20250829_01.5401.837855,cam_001,74,담배가루이,0.4333956837654114,6,0.197265625,0.0013020833333333333,0.625,0.296875,
116,20250829_01.5402.108217,cam_001,74,담배가루이,0.27722108364105225,7,0.109375,0.0,0.625,0.3502604166666667,
117,20250829_02.0123.305227,cam_001,74,담배가루이,0.2697656452655792,8,0.13671875,0.020833333333333332,0.625,0.3880208333333333,
118,20250829_02.0123.575551,cam_001,74,담배가루이,0.326983779668808,9,0.236328125,0.013020833333333334,0.625,0.3815104166666667,
119,20250829_02.0613.048347,cam_001,74,담배가루이,0.2801131308078766,10,0.267578125,0.1875,0.3125,0.25,
120,20250829_02.1205.730734,cam_001,74,담배가루이,0.32717403769493103,1,0.42578125,0.0,0.625,0.3098958333333333,
121,20250829_02.1206.979599,cam_001,74,담배가루이,0.32138076424598694,2,0.0,0.006510416666666667,0.48828125,0.3307291666666667,
122,20250829_02.1209.176072,cam_001,74,비단노린재,0.26192036271095276,3,0.0,0.0078125,0.443359375,0.4010416666666667,
123,20250829_02.1209.766982,cam_001,74,담배가루이,0.2778416872024536,4,0.134765625,0.0,0.625,0.3802083333333333,
124,20250829_02.1209.910212,cam_001,74,담배가루이,0.283750057220459,5,0.201171875,0.0,0.625,0.3932291666666667,
125,20250829_02.1210.877874,cam_001,74,담배가루이,0.40971454977989197,6,0.201171875,0.0,0.625,0.35546875,
126,20250829_02.1212.521644,cam_001,74,담배가루이,0.5744516849517822,7,0.53515625,0.0,0.625,0.2682291666666667,
127,20250829_02.1212.658744,cam_001,74,비단노린재,0.2764919102191925,8,0.0,0.0026041666666666665,0.2734375,0.15104166666666666,
128,20250829_02.2532.269869,cam_001,74,담배가루이,0.3387732207775116,1,0.26953125,0.0,0.625,0.3046875,
129,20250829_02.2532.395858,cam_001,74,담배가루이,0.3921869099140167,2,0.38671875,0.0,0.625,0.3450520833333333,
130,20250829_02.2534.744785,cam_001,74,담배가루이,0.34723809361457825,3,0.177734375,0.0078125,0.625,0.3815104166666667,
131,20250829_02.2535.849666,cam_001,74,담배가루이,0.3697884678840637,4,0.380859375,0.18229166666666666,0.435546875,0.2669270833333333,
132,20250829_02.2536.126131,cam_001,74,담배가루이,0.35186558961868286,5,0.119140625,0.006510416666666667,0.6171875,0.3802083333333333,
133,20250829_02.2539.383409,cam_001,74,담배가루이,0.809872567653656,6,0.162109375,0.0,0.625,0.32421875,
